703.7249857	77	41	9	8	6.439301	7.976404	195.696304	8.201509	0.885254	0.917638	14300	290	38.854351	17.239048	8.797759	32.416653	13.156155	6.3723	52	59	86	118	20	35.931793	25.194723	23.557783	20.594107	3.717617	27.80876	16.782896	13.044594	9.451044	1.606798	3.332759	0.52422	2.367681	0.584649	1277.317505	39708.92969	699.620178	812.151855	12672.63184	29868.99805	122.380157	37.382637	-2.138562	6.39471	0	5.844458	2.267203	1.060831	63.714638	11.938623	0	682.0451506	589.6027547	1.193557832	91138.00071	1592.524825	64119.2315	64748.15202	9.840469356	1805.521746	189.5550085	44.40850915	158.9448655	0.603640929	0.721904762	0.651008878	35.30327088	8.894911681	6.915835375	5.104700873	630.3802485	612.9290145	1065.810012	1816.267096
567.5569869	64	34	6	6	5.13	5.972201	157.572968	6.161462	1.133087	1.176146	7153	242	31.591837	13.619213	6.587589	26.027578	10.179313	4.641463	43	49	72	101	17	29.664211	20.851381	19.523241	17.00437	3.061363	22.366364	13.288642	9.966291	7.172618	1.126686	3.519888	0.578219	1.906377	0.648676	1032.469238	26203.07422	552.87561	648.241577	7778.04248	19489.52734	98.522934	30.535789	-1.959207	4.909154	0	5.842216	2.265457	1.101159	51.515255	11.956839	0	559.0554411	480.1571608	1.182023373	23022.58015	5613.924749	13472.24345	17805.10326	6.013963913	1797.278665	146.2877856	77.70180651	88.44210165	0.608866995	0.681632653	0.618226601	17.36433417	13.83653984	8.238596464	2.107681114	512.6615462	497.4335519	875.4760698	1483.549198
567.5569869	64	34	6	6	5.13	5.972201	157.572983	6.161462	1.053879	1.093442	7805	242	31.591837	13.619213	6.72	26.027578	10.179313	4.740636	43	49	72	100	17	29.664209	20.834545	19.56431	17.224192	3.116919	22.366362	13.28266	9.991611	7.20771	1.147519	3.267828	0.536813	2.158437	0.602224	1032.469238	26141.99219	552.87561	648.241577	8068.841797	19439.81445	98.522934	30.665533	-1.804549	5.710801	0	5.732431	2.268184	1.119157	50.624077	11.851028	0	555.7400981	479.6658973	1.183233976	48348.00701	1244.953607	33820.69096	34527.39108	8.090823726	1240.553597	160.8351133	42.70465747	122.5064922	0.567114094	0.591557018	0.548039562	29.6339467	9.570198228	7.543236057	3.928545583	516.0007242	496.8411948	885.7602824	1490.671643
807.702979	86	44	9	12	9.2019	9.773203	202.799881	9.442955	0.990536	1.040318	17964	334	45.56382	18.472895	9.28	38.758976	14.374331	6.891052	59	66	101	140	31	41.854443	28.028057	27.941372	22.773855	6.291512	30.15066	17.695026	13.733863	9.989912	1.901502	3.490079	0.540308	2.392564	0.593284	1546.95874	51200.64844	809.936279	929.860046	16109.21387	39826.37109	148.287384	28.29183	-2.547069	0.216596	-16.257885	5.895402	2.101043	1.008607	50.799149	11.349901	89.408447	742.9350228	646.3176075	1.249699791	85263.73937	3533.607413	59653.08506	60818.81546	9.189515405	2072.070574	179.8831696	57.37470066	180.7906557	0.560763889	0.691761364	0.619588745	33.59382155	9.548850226	8.685864482	3.867642837	669.1222059	675.7115009	1112.577759	1943.649632
821.6859785	85	44	9	13	8.3426	9.202804	203.638184	9.481248	0.995296	1.04664	18710	340	46.527065	18.708267	9.247107	39.398254	14.439089	6.796638	60	67	103	144	32	42.724686	28.45558	28.352896	23.458244	6.409047	30.351801	17.692043	13.647063	9.977219	1.883497	3.573291	0.550427	2.3336	0.604936	1583.419067	52959.05859	825.868469	946.855957	16687.36523	41364.58594	148.570694	25.871273	-3.195028	-1.853947	-16.322182	5.805402	2.094119	0.863051	63.919518	11.310955	89.4235	743.4905301	648.8399521	1.266392391	86221.48813	3852.301279	60481.89724	61328.98904	9.114596496	2476.985681	174.8596509	64.89404835	182.6429066	0.508585165	0.66786859	0.577380952	33.45616934	10.27660598	9.455056834	3.538441907	670.1755698	676.1064441	1114.643646	1945.784154
807.702979	86	44	9	12	9.2019	9.773205	202.799881	9.442955	1.00376	1.054042	17656	334	45.56382	18.472895	9.148835	38.758976	14.374331	6.788507	59	66	101	141	31	41.854443	28.044893	27.845146	22.928259	6.223471	30.15066	17.701008	13.689219	10.068674	1.875727	3.470443	0.537268	2.4122	0.589946	1546.95874	51215.89844	809.936279	929.860046	16017.9209	39840.34766	148.287384	28.193495	-2.5405	0.086781	-16.262146	5.80321	2.101578	1.040134	51.076645	11.369566	89.491707	745.3146963	646.5311866	1.249286957	73315.66576	4146.8409	51544.65471	51972.48433	8.512297312	2671.376515	179.2866286	72.66214584	166.9395047	0.55416261	0.654545455	0.487917146	31.57749367	10.24549685	10.83516137	3.082085148	666.7181774	676.6184999	1104.790435	1938.026197
807.702979	86	44	9	12	9.2019	9.773205	202.799881	9.442955	0.976139	1.025319	18324	334	45.56382	18.472895	9.28	38.758976	14.374331	6.891052	59	66	101	140	31	41.854443	28.028057	27.929468	22.841896	6.291512	30.15066	17.695026	13.730409	10.015687	1.901502	3.391544	0.525053	2.491099	0.576534	1546.95874	51177.02344	809.936279	929.860046	16224.09473	39805.63281	148.287384	28.343307	-2.541987	0.405943	-16.252527	5.868984	2.100653	0.996137	50.595596	11.334669	89.332222	744.8543023	646.5423655	1.249265357	85114.87564	3621.489394	59665.84823	60592.18947	9.199875286	2748.512154	177.7670788	62.07616726	172.1992081	0.559909854	0.697870453	0.583222193	32.46311013	9.780095606	9.095089633	3.569300737	669.7285271	675.6827476	1112.652344	1944.10406
717.5779811	73	37	7	12	7.1212	7.798602	173.062683	7.993538	1.115778	1.178028	12080	296	40.205708	15.740741	7.716049	34.143448	12.174048	5.685209	52	58	90	126	29	37.164207	24.578566	24.818922	20.168367	5.883264	26.134148	15.166556	11.740581	8.571395	1.665799	3.596095	0.573834	2.104345	0.630845	1348.533569	38309.32031	690.686707	795.525818	11903.44434	29975.89453	131.094315	20.340946	-3.028294	-2.22419	-16.13018	5.701551	2.083487	0.782547	50.641457	11.252815	88.496521	642.7559747	558.303019	1.285284078	54012.37536	3123.197603	37391.12416	38852.10628	7.661898292	2138.679597	166.3810436	57.62101735	138.0892463	0.53510101	0.634632035	0.574570106	28.68883992	10.83814822	8.377295703	3.424594396	577.7372949	585.2877861	963.9376997	1683.068277
503.4699885	55	29	5	6	3.238	4.2978	136.771423	5.215752	1.239676	1.288459	5097	214	28.135208	11.707031	5.6	23.016483	8.611158	3.869599	38	43	64	90	16	26.551321	18.295734	17.312874	15.328119	2.901121	19.556959	11.507168	8.750723	6.31644	1.062467	3.573989	0.605054	1.673938	0.681029	896	19475.18164	470.286255	552.658752	5888.413086	14699.9707	87.341805	21.712233	-2.383206	2.708402	0	5.793968	2.213161	1.009846	63.127602	5.817989	0	487.7899496	418.6560913	1.202586082	29615.84744	1430.806808	20755.59536	21077.39245	6.807037534	1105.419921	126.6847016	45.13191136	119.139013	0.6	0.676744186	0.6102	24.86266978	8.492296731	7.852971703	3.166020549	451.9230864	434.8502719	782.4160523	1307.050579
475.4599892	53	28	4	5	3.701001	4.412	131.332062	4.768824	1.338889	1.387707	4110	204	26.234385	10.873421	5.040032	21.453096	8.002465	3.479622	36	41	61	87	15	24.973972	17.401888	16.388882	14.446293	2.653115	18.648712	11.059026	8.389368	6.131414	0.990603	3.572431	0.612463	1.597494	0.691003	845.549927	17508.28906	441.02536	521.319275	5059.521484	13015.71973	83.122452	23.34239	-1.914101	3.895997	0	5.816886	2.257319	1.101173	50.966881	5.866788	0	467.1389419	398.8906777	1.19195563	13696.41074	4107.330952	7512.156374	10690.60364	5.18651347	1399.489765	122.0449986	65.66613696	74.72069866	0.6002331	0.64957265	0.62886259	15.45915444	13.15268169	7.685983147	2.011343785	429.7970084	415.2523207	739.7031852	1245.339134
